"","period","month","Month","day","year","plot","stake","treatment","species","sex","reprod","vagina","nipples","lactation","pregnant","testes","hfl","wgt","tag"
"1351",437,"4","Apr",18,2015,6,76,"control","PE","M",NA,NA,NA,NA,NA,"S",20,26,"B729B4"
"1352",437,"4","Apr",18,2015,24,44,"control","PE","M",NA,NA,NA,NA,NA,"S",19,24,"B2D648"
"1353",438,"5","May",16,2015,24,35,"control","PE","M",NA,NA,NA,NA,NA,"S",19,26,"B2D648"
"1354",439,"6","Jun",13,2015,24,31,"control","PE","M",NA,NA,NA,NA,NA,"M",18,19,"B1D9F8"
"1355",440,"7","Jul",19,2015,8,65,"exclosure","PE","M",NA,NA,NA,NA,NA,"S",20,21,"B2D0A8"
"1356",476,"7","Jul",14,2018,22,15,"exclosure","PE","M",NA,NA,NA,NA,NA,"M",19,17,"793F09"
"1357",484,"4","Apr",3,2019,2,64,"exclosure","PE","M",NA,NA,NA,NA,NA,"R",18,20,"7A04B6"
"1358",227,"12","Dec",18,1996,2,12,"control","PB","M",NA,NA,NA,NA,NA,"R",27,34,"62939F"
"1359",228,"2","Feb",8,1997,2,65,"control","PB","M",NA,NA,NA,NA,NA,"S",28,37,"7034F3"
"1360",229,"3","Mar",15,1997,22,73,"control","PB","M",NA,NA,NA,NA,NA,"S",26,50,"2BB736"
"1361",231,"5","May",10,1997,19,62,"exclosure","PB","M",NA,NA,NA,NA,NA,"S",26,36,"FAB854"
"1362",233,"7","Jul",9,1997,13,51,"exclosure","PB","M",NA,NA,NA,NA,NA,"S",27,32,"7001PB"
"1363",241,"3","Mar",29,1998,22,63,"control","PB","M",NA,NA,NA,NA,NA,"S",27,42,"7106PB"
"1364",242,"5","May",2,1998,22,71,"control","PB","M",NA,NA,NA,NA,NA,"S",27,46,"7100PB"
"1365",244,"6","Jun",28,1998,3,51,"exclosure","PB","M",NA,NA,NA,NA,NA,"S",26,30,"7102PB"
"1366",246,"8","Aug",22,1998,18,42,"exclosure","PB","M",NA,NA,NA,NA,NA,"R",26,34,"6101PB"
"1367",246,"8","Aug",22,1998,19,62,"exclosure","PB","M",NA,NA,NA,NA,NA,"R",26,27,"5131PB"
"1368",246,"8","Aug",23,1998,3,11,"exclosure","PB","M",NA,NA,NA,NA,NA,"R",26,31,"8134PB"
"1369",247,"9","Sept",19,1998,19,24,"exclosure","PB","M",NA,NA,NA,NA,NA,"R",27,32,"7140PB"
"1370",247,"9","Sept",19,1998,21,61,"exclosure","PB","M",NA,NA,NA,NA,NA,"M",26,39,"8102PB"
"1371",247,"9","Sept",20,1998,6,56,"exclosure","PB","M",NA,NA,NA,NA,NA,"R",27,36,"7112PB"
"1372",252,"2","Feb",21,1999,3,33,"exclosure","PB","M",NA,NA,NA,NA,NA,"M",27,47,"5151PB"
"1373",252,"2","Feb",21,1999,3,45,"exclosure","PB","M",NA,NA,NA,NA,NA,"M",26,44,"7012PB"
"1374",252,"2","Feb",21,1999,6,26,"exclosure","PB","M",NA,NA,NA,NA,NA,"M",27,49,"7112PB"
"1375",253,"3","Mar",14,1999,22,57,"control","PB","M",NA,NA,NA,NA,NA,"M",30,34,"0100PB"
"1376",253,"3","Mar",15,1999,3,56,"exclosure","PB","M",NA,NA,NA,NA,NA,"M",27,41,"5151PB"
"1377",254,"4","Apr",17,1999,22,34,"control","PB","M",NA,NA,NA,NA,NA,"R",25,32,"0100PB"
"1378",254,"4","Apr",18,1999,3,55,"exclosure","PB","M",NA,NA,NA,NA,NA,"S",26,37,"5151PB"
"1379",255,"5","May",16,1999,6,16,"exclosure","PB","M",NA,NA,NA,NA,NA,"S",27,43,"7112PB"
"1380",256,"6","Jun",12,1999,21,16,"exclosure","PB","M",NA,NA,NA,NA,NA,"S",26,33,"0100PB"
"1381",257,"9","Sept",11,1999,19,44,"exclosure","PB","M",NA,NA,NA,NA,NA,"R",27,38,"5121PB"
"1382",258,"10","Oct",9,1999,18,75,"exclosure","PB","M",NA,NA,NA,NA,NA,"S",27,45,"5123PB"
"1383",259,"11","Nov",6,1999,19,66,"exclosure","PB","M",NA,NA,NA,NA,NA,"R",28,50,"0003PB"
"1384",259,"11","Nov",6,1999,21,63,"exclosure","PB","M",NA,NA,NA,NA,NA,"R",26,37,"6014PB"
"1385",259,"11","Nov",7,1999,13,17,"exclosure","PB","M",NA,NA,NA,NA,NA,"R",26,47,"6010PB"
"1386",260,"12","Dec",5,1999,22,32,"control","PB","M",NA,NA,NA,NA,NA,"R",27,32,"6021PB"
"1387",260,"12","Dec",5,1999,22,12,"control","PB","M",NA,NA,NA,NA,NA,"R",26,36,"0010PB"
"1388",260,"12","Dec",6,1999,3,13,"exclosure","PB","M",NA,NA,NA,NA,NA,"R",26,29,"6014PB"
"1389",260,"12","Dec",6,1999,8,32,"control","PB","M",NA,NA,NA,NA,NA,"S",24,34,"6034PB"
"1390",261,"1","Jan",10,2000,3,26,"exclosure","PB","M",NA,NA,NA,NA,NA,"R",27,52,"6322PB"
"1391",261,"1","Jan",10,2000,4,65,"control","PB","M",NA,NA,NA,NA,NA,"M",25,30,"5020PB"
"1392",261,"1","Jan",10,2000,13,32,"exclosure","PB","M",NA,NA,NA,NA,NA,"M",26,32,"6241PB"
"1393",262,"2","Feb",5,2000,22,15,"control","PB","M",NA,NA,NA,NA,NA,"S",26,38,"6111PB"
"1394",262,"2","Feb",5,2000,22,76,"control","PB","M",NA,NA,NA,NA,NA,"M",26,30,"7050PB"
"1395",262,"2","Feb",6,2000,3,51,"exclosure","PB","M",NA,NA,NA,NA,NA,"R",27,51,"6112PB"
"1396",262,"2","Feb",6,2000,9,14,"spectabs","PB","M",NA,NA,NA,NA,NA,"S",25,41,"7120PB"
"1397",262,"2","Feb",6,2000,8,36,"control","PB","M",NA,NA,NA,NA,NA,"M",26,29,"7150PB"
"1398",263,"3","Mar",4,2000,2,76,"control","PB","M",NA,NA,NA,NA,NA,"M",26,30,"7150PB"
"1399",263,"3","Mar",4,2000,19,76,"exclosure","PB","M",NA,NA,NA,NA,NA,"R",27,43,"7000PB"
"1400",263,"3","Mar",4,2000,22,73,"control","PB","M",NA,NA,NA,NA,NA,"S",26,35,"6021PB"
"1401",263,"3","Mar",4,2000,21,17,"exclosure","PB","M",NA,NA,NA,NA,NA,"S",27,41,"6003PB"
"1402",263,"3","Mar",5,2000,4,44,"control","PB","M",NA,NA,NA,NA,NA,"S",25,33,"7052PB"
"1403",263,"3","Mar",5,2000,13,63,"exclosure","PB","M",NA,NA,NA,NA,NA,"R",26,44,"0003PB"
"1404",264,"4","Apr",29,2000,18,14,"exclosure","PB","M",NA,NA,NA,NA,NA,"S",25,31,"7114PB"
"1405",264,"4","Apr",30,2000,6,14,"exclosure","PB","M",NA,NA,NA,NA,NA,"S",25,32,"8100PB"
"1406",264,"4","Apr",30,2000,9,14,"spectabs","PB","M",NA,NA,NA,NA,NA,"S",25,39,"7221PB"
"1407",264,"4","Apr",30,2000,4,17,"control","PB","M",NA,NA,NA,NA,NA,"S",26,36,"0020PB"
"1408",264,"4","Apr",30,2000,3,22,"exclosure","PB","M",NA,NA,NA,NA,NA,"S",26,27,"7052PB"
"1409",265,"6","Jun",4,2000,6,11,"exclosure","PB","M",NA,NA,NA,NA,NA,"S",25,32,"8400PB"
"1410",265,"6","Jun",4,2000,9,14,"spectabs","PB","M",NA,NA,NA,NA,NA,"R",26,36,"7211PB"
"1411",266,"7","Jul",1,2000,20,24,"exclosure","PB","M",NA,NA,NA,NA,NA,"S",26,39,"7042PB"
"1412",266,"7","Jul",2,2000,3,41,"exclosure","PB","M",NA,NA,NA,NA,NA,"S",24,40,"7120PB"
"1413",266,"7","Jul",2,2000,6,24,"exclosure","PB","M",NA,NA,NA,NA,NA,"S",26,26,"8314PB"
"1414",266,"7","Jul",2,2000,14,17,"control","PB","M",NA,NA,NA,NA,NA,"M",24,24,"8334PB"
"1415",267,"7","Jul",22,2000,18,77,"exclosure","PB","M",NA,NA,NA,NA,NA,"M",27,34,"7030PB"
"1416",268,"8","Aug",26,2000,4,57,"control","PB","M",NA,NA,NA,NA,NA,"M",27,29,"676929"
"1417",272,"1","Jan",21,2001,1,41,"spectabs","PB","M",NA,NA,NA,NA,NA,"M",29,44,"6B653D"
"1418",272,"1","Jan",22,2001,3,36,"exclosure","PB","M",NA,NA,NA,NA,NA,"M",25,40,"580A52"
"1419",272,"1","Jan",22,2001,6,24,"exclosure","PB","M",NA,NA,NA,NA,NA,"M",27,35,"700254"
"1420",273,"3","Mar",3,2001,19,42,"exclosure","PB","M",NA,NA,NA,NA,NA,"M",28,40,"12101C"
"1421",273,"3","Mar",3,2001,18,44,"exclosure","PB","M",NA,NA,NA,NA,NA,"S",26,40,"4D4932"
"1422",273,"3","Mar",3,2001,22,47,"control","PB","M",NA,NA,NA,NA,NA,"S",27,43,"362013"
"1423",273,"3","Mar",3,2001,22,13,"control","PB","M",NA,NA,NA,NA,NA,"M",26,35,"0133PB"
"1424",274,"3","Mar",25,2001,11,12,"control","PB","M",NA,NA,NA,NA,NA,"M",27,37,"0133PB"
"1425",274,"3","Mar",25,2001,13,17,"exclosure","PB","M",NA,NA,NA,NA,NA,"S",26,44,"70601A"
"1426",275,"4","Apr",21,2001,21,35,"exclosure","PB","M",NA,NA,NA,NA,NA,"S",27,35,"6F7C39"
"1427",275,"4","Apr",21,2001,21,17,"exclosure","PB","M",NA,NA,NA,NA,NA,"M",26,34,"070A56"
"1428",275,"4","Apr",22,2001,6,51,"exclosure","PB","M",NA,NA,NA,NA,NA,"S",25,39,"070B11"
"1429",276,"5","May",26,2001,22,61,"control","PB","M",NA,NA,NA,NA,NA,"S",27,30,"770B4E"
"1430",276,"5","May",26,2001,20,74,"exclosure","PB","M",NA,NA,NA,NA,NA,"M",26,25,"59435A"
"1431",277,"6","Jun",25,2001,18,77,"exclosure","PB","M",NA,NA,NA,NA,NA,"R",28,42,"0E2000"
"1432",277,"6","Jun",25,2001,22,27,"control","PB","M",NA,NA,NA,NA,NA,"S",28,41,"4D4932"
"1433",278,"7","Jul",22,2001,3,26,"exclosure","PB","M",NA,NA,NA,NA,NA,"M",26,39,"8410PB"
"1434",278,"7","Jul",22,2001,13,76,"exclosure","PB","M",NA,NA,NA,NA,NA,"S",28,43,"8454PB"
"1435",279,"8","Aug",25,2001,18,65,"exclosure","PB","M",NA,NA,NA,NA,NA,"M",28,44,"0E2000"
"1436",279,"8","Aug",25,2001,22,54,"control","PB","M",NA,NA,NA,NA,NA,"R",27,44,"4D4932"
"1437",279,"8","Aug",26,2001,3,27,"exclosure","PB","M",NA,NA,NA,NA,NA,"S",26,40,"8434PB"
"1438",281,"10","Oct",13,2001,2,32,"control","PB","M",NA,NA,NA,NA,NA,"R",27,41,"6C6A09"
"1439",281,"10","Oct",14,2001,13,62,"exclosure","PB","M",NA,NA,NA,NA,NA,"S",26,44,"390F73"
"1440",282,"11","Nov",17,2001,17,52,"control","PB","M",NA,NA,NA,NA,NA,"M",27,41,"135B76"
"1441",282,"11","Nov",18,2001,13,24,"exclosure","PB","M",NA,NA,NA,NA,NA,"S",27,50,"8454PB"
"1442",283,"12","Dec",15,2001,2,12,"control","PB","M",NA,NA,NA,NA,NA,"M",28,43,"6C6A09"
"1443",284,"1","Jan",12,2002,1,51,"spectabs","PB","M",NA,NA,NA,NA,NA,"M",28,45,"5B7263"
"1444",285,"2","Feb",9,2002,2,54,"control","PB","M",NA,NA,NA,NA,NA,"S",27,49,"6C6A09"
"1445",285,"2","Feb",9,2002,3,65,"exclosure","PB","M",NA,NA,NA,NA,NA,"M",26,44,"68530E"
"1446",285,"2","Feb",9,2002,3,23,"exclosure","PB","M",NA,NA,NA,NA,NA,"M",30,55,"66401E"
"1447",285,"2","Feb",9,2002,17,61,"control","PB","M",NA,NA,NA,NA,NA,"S",26,47,"135B76"
"1448",285,"2","Feb",9,2002,19,51,"exclosure","PB","M",NA,NA,NA,NA,NA,"S",28,49,"7C0908"
"1449",285,"2","Feb",9,2002,19,24,"exclosure","PB","M",NA,NA,NA,NA,NA,"M",27,42,"2A4D7A"
"1450",285,"2","Feb",9,2002,22,62,"control","PB","M",NA,NA,NA,NA,NA,"S",27,38,"3A7C48"
"1451",285,"2","Feb",9,2002,22,66,"control","PB","M",NA,NA,NA,NA,NA,"M",27,48,"4D4932"
"1452",285,"2","Feb",9,2002,21,11,"exclosure","PB","M",NA,NA,NA,NA,NA,"S",26,43,"47815"
"1453",285,"2","Feb",9,2002,21,31,"exclosure","PB","M",NA,NA,NA,NA,NA,"M",28,40,"7A5131"
"1454",285,"2","Feb",10,2002,13,26,"exclosure","PB","M",NA,NA,NA,NA,NA,"S",29,49,"567A6A"
"1455",285,"2","Feb",10,2002,15,23,"exclosure","PB","M",NA,NA,NA,NA,NA,"S",27,45,"01527C"
"1456",286,"3","Mar",13,2002,19,65,"exclosure","PB","M",NA,NA,NA,NA,NA,"S",28,49,"7C0908"
"1457",286,"3","Mar",13,2002,21,74,"exclosure","PB","M",NA,NA,NA,NA,NA,"S",27,39,"197738"
"1458",286,"3","Mar",14,2002,6,44,"exclosure","PB","M",NA,NA,NA,NA,NA,"R",26,34,"5314PB"
"1459",286,"3","Mar",14,2002,13,71,"exclosure","PB","M",NA,NA,NA,NA,NA,"S",27,38,"2E0549"
"1460",287,"4","Apr",16,2002,6,53,"exclosure","PB","M",NA,NA,NA,NA,NA,"M",26,38,"3E187F"
"1461",287,"4","Apr",16,2002,13,62,"exclosure","PB","M",NA,NA,NA,NA,NA,"R",26,44,"390F73"
"1462",287,"4","Apr",16,2002,13,74,"exclosure","PB","M",NA,NA,NA,NA,NA,"S",28,38,"2E0549"
"1463",287,"4","Apr",16,2002,18,55,"exclosure","PB","M",NA,NA,NA,NA,NA,"S",26,36,"0B6203"
"1464",287,"4","Apr",16,2002,19,54,"exclosure","PB","M",NA,NA,NA,NA,NA,"S",25,27,"1D2D04"
"1465",287,"4","Apr",17,2002,2,11,"control","PB","M",NA,NA,NA,NA,NA,"S",27,42,"6C6A09"
"1466",287,"4","Apr",17,2002,3,16,"exclosure","PB","M",NA,NA,NA,NA,NA,"S",26,39,"09347F"
"1467",287,"4","Apr",17,2002,4,11,"control","PB","M",NA,NA,NA,NA,NA,"S",29,48,"692A3E"
"1468",287,"4","Apr",17,2002,20,27,"exclosure","PB","M",NA,NA,NA,NA,NA,"S",28,39,"7A5131"
"1469",288,"5","May",15,2002,18,64,"exclosure","PB","M",NA,NA,NA,NA,NA,"R",28,45,"0E2000"
"1470",288,"5","May",15,2002,20,23,"exclosure","PB","M",NA,NA,NA,NA,NA,"S",26,41,"793B4A"
"1471",288,"5","May",15,2002,21,11,"exclosure","PB","M",NA,NA,NA,NA,NA,"S",27,39,"47815"
"1472",288,"5","May",15,2002,22,41,"control","PB","M",NA,NA,NA,NA,NA,"R",27,32,"0A4D09"
"1473",288,"5","May",15,2002,22,12,"control","PB","M",NA,NA,NA,NA,NA,"S",26,37,"4D4932"
"1474",288,"5","May",16,2002,3,66,"exclosure","PB","M",NA,NA,NA,NA,NA,"S",27,37,"68530E"
"1475",288,"5","May",16,2002,13,71,"exclosure","PB","M",NA,NA,NA,NA,NA,"S",26,41,"390F73"
"1476",289,"6","Jun",15,2002,22,64,"control","PB","M",NA,NA,NA,NA,NA,"R",28,39,"4D4932"
"1477",289,"6","Jun",15,2002,18,15,"exclosure","PB","M",NA,NA,NA,NA,NA,"S",27,33,"622646"
"1478",289,"6","Jun",15,2002,20,13,"exclosure","PB","M",NA,NA,NA,NA,NA,"M",28,40,"7A5131"
"1479",289,"6","Jun",16,2002,3,76,"exclosure","PB","M",NA,NA,NA,NA,NA,"M",26,36,"68530E"
"1480",289,"6","Jun",16,2002,13,63,"exclosure","PB","M",NA,NA,NA,NA,NA,"S",27,41,"2E0549"
"1481",290,"7","Jul",13,2002,19,41,"exclosure","PB","M",NA,NA,NA,NA,NA,"M",28,49,"7C0908"
"1482",290,"7","Jul",13,2002,20,33,"exclosure","PB","M",NA,NA,NA,NA,NA,"M",27,41,"793B4A"
"1483",291,"9","Sept",10,2002,13,67,"exclosure","PB","M",NA,NA,NA,NA,NA,"S",27,47,"2E0549"
"1484",291,"9","Sept",10,2002,13,33,"exclosure","PB","M",NA,NA,NA,NA,NA,"M",25,33,"080C34"
"1485",291,"9","Sept",10,2002,3,36,"exclosure","PB","M",NA,NA,NA,NA,NA,"M",28,45,"70135F"
"1486",292,"10","Oct",5,2002,1,45,"spectabs","PB","M",NA,NA,NA,NA,NA,"M",28,35,"5B7263"
"1487",292,"10","Oct",5,2002,18,57,"exclosure","PB","M",NA,NA,NA,NA,NA,"M",27,55,"0E2000"
"1488",292,"10","Oct",5,2002,20,64,"exclosure","PB","M",NA,NA,NA,NA,NA,"M",26,45,"540507"
"1489",292,"10","Oct",5,2002,20,22,"exclosure","PB","M",NA,NA,NA,NA,NA,"M",26,48,"793B4A"
"1490",292,"10","Oct",6,2002,4,13,"control","PB","M",NA,NA,NA,NA,NA,"M",28,43,"5004PB"
"1491",292,"10","Oct",6,2002,9,37,"spectabs","PB","M",NA,NA,NA,NA,NA,"M",27,42,"740029"
"1492",293,"11","Nov",9,2002,21,33,"exclosure","PB","M",NA,NA,NA,NA,NA,"M",27,45,"47815"
"1493",293,"11","Nov",10,2002,6,22,"exclosure","PB","M",NA,NA,NA,NA,NA,"M",27,45,"467074"
"1494",293,"11","Nov",10,2002,3,75,"exclosure","PB","M",NA,NA,NA,NA,NA,"M",28,49,"70135F"
"1495",293,"11","Nov",10,2002,4,12,"control","PB","M",NA,NA,NA,NA,NA,"M",26,46,"5004PB"
"1496",293,"11","Nov",10,2002,6,72,"exclosure","PB","M",NA,NA,NA,NA,NA,"M",27,46,"3E187F"
"1497",293,"11","Nov",10,2002,13,64,"exclosure","PB","M",NA,NA,NA,NA,NA,"M",26,53,"2E0549"
"1498",294,"12","Dec",7,2002,19,45,"exclosure","PB","M",NA,NA,NA,NA,NA,"M",28,51,"5B5A26"
"1499",294,"12","Dec",8,2002,6,66,"exclosure","PB","M",NA,NA,NA,NA,NA,"M",26,45,"3E187F"
"1500",295,"12","Dec",29,2002,2,26,"control","PB","M",NA,NA,NA,NA,NA,"M",26,44,"170B2B"
"1501",295,"12","Dec",29,2002,18,47,"exclosure","PB","M",NA,NA,NA,NA,NA,"M",28,49,"0E2000"
"1502",295,"12","Dec",29,2002,20,57,"exclosure","PB","M",NA,NA,NA,NA,NA,"M",27,42,"751A22"
"1503",295,"12","Dec",29,2002,22,33,"control","PB","M",NA,NA,NA,NA,NA,"M",26,39,"0A4D09"
"1504",295,"12","Dec",31,2002,3,75,"exclosure","PB","M",NA,NA,NA,NA,NA,"M",28,43,"70135F"
"1505",295,"12","Dec",31,2002,6,11,"exclosure","PB","M",NA,NA,NA,NA,NA,"M",26,47,"467074"
"1506",296,"2","Feb",1,2003,19,25,"exclosure","PB","M",NA,NA,NA,NA,NA,"M",27,56,"5B5A26"
"1507",296,"2","Feb",1,2003,20,66,"exclosure","PB","M",NA,NA,NA,NA,NA,"M",27,47,"751A22"
"1508",296,"2","Feb",1,2003,20,65,"exclosure","PB","M",NA,NA,NA,NA,NA,"M",27,50,"540507"
"1509",296,"2","Feb",1,2003,22,64,"control","PB","M",NA,NA,NA,NA,NA,"M",27,40,"4B0F74"
"1510",296,"2","Feb",2,2003,6,67,"exclosure","PB","M",NA,NA,NA,NA,NA,"M",27,45,"3E187F"
"1511",296,"2","Feb",2,2003,11,13,"control","PB","M",NA,NA,NA,NA,NA,"M",26,35,"09715B"
"1512",296,"2","Feb",2,2003,13,66,"exclosure","PB","M",NA,NA,NA,NA,NA,"M",25,39,"156F1E"
"1513",297,"3","Mar",6,2003,18,61,"exclosure","PB","M",NA,NA,NA,NA,NA,"M",26,42,"622646"
"1514",297,"3","Mar",6,2003,17,34,"control","PB","M",NA,NA,NA,NA,NA,"M",27,42,"3F0449"
"1515",297,"3","Mar",6,2003,20,14,"exclosure","PB","M",NA,NA,NA,NA,NA,"M",26,42,"793B4A"
"1516",297,"3","Mar",6,2003,22,65,"control","PB","M",NA,NA,NA,NA,NA,"S",27,42,"34206A"
"1517",297,"3","Mar",7,2003,3,41,"exclosure","PB","M",NA,NA,NA,NA,NA,"M",27,45,"1B046D"
"1518",297,"3","Mar",7,2003,4,11,"control","PB","M",NA,NA,NA,NA,NA,"M",28,48,"5024PB"
"1519",297,"3","Mar",7,2003,9,64,"spectabs","PB","M",NA,NA,NA,NA,NA,"M",27,47,"740029"
"1520",297,"3","Mar",7,2003,15,34,"exclosure","PB","M",NA,NA,NA,NA,NA,"M",27,43,"7002PB"
"1521",297,"3","Mar",7,2003,15,71,"exclosure","PB","M",NA,NA,NA,NA,NA,"M",26,35,"6D2806"
"1522",298,"3","Mar",29,2003,2,77,"control","PB","M",NA,NA,NA,NA,NA,"M",28,32,"7E7537"
"1523",298,"3","Mar",29,2003,2,45,"control","PB","M",NA,NA,NA,NA,NA,"M",27,34,"170B2B"
"1524",298,"3","Mar",29,2003,18,63,"exclosure","PB","M",NA,NA,NA,NA,NA,"M",27,47,"0E2000"
"1525",298,"3","Mar",29,2003,22,75,"control","PB","M",NA,NA,NA,NA,NA,"M",26,46,"524602"
"1526",298,"3","Mar",30,2003,3,32,"exclosure","PB","M",NA,NA,NA,NA,NA,"M",26,32,"7E7537"
"1527",298,"3","Mar",30,2003,8,41,"control","PB","M",NA,NA,NA,NA,NA,"M",26,31,"012E16"
"1528",298,"3","Mar",30,2003,13,63,"exclosure","PB","M",NA,NA,NA,NA,NA,"M",27,43,"567D22"
"1529",299,"5","May",3,2003,1,45,"spectabs","PB","M",NA,NA,NA,NA,NA,"M",27,36,"5B7263"
"1530",299,"5","May",3,2003,2,75,"control","PB","M",NA,NA,NA,NA,NA,"M",27,38,"667035"
"1531",299,"5","May",3,2003,19,11,"exclosure","PB","M",NA,NA,NA,NA,NA,"M",26,36,"173C5B"
"1532",299,"5","May",3,2003,20,31,"exclosure","PB","M",NA,NA,NA,NA,NA,"S",28,43,"540507"
"1533",299,"5","May",3,2003,22,57,"control","PB","M",NA,NA,NA,NA,NA,"M",26,41,"34206A"
"1534",299,"5","May",4,2003,3,41,"exclosure","PB","M",NA,NA,NA,NA,NA,"M",27,42,"1B046D"
"1535",299,"5","May",4,2003,3,16,"exclosure","PB","M",NA,NA,NA,NA,NA,"M",26,48,"5003PB"
"1536",299,"5","May",4,2003,6,13,"exclosure","PB","M",NA,NA,NA,NA,NA,"M",27,34,"5000PB"
"1537",299,"5","May",4,2003,11,13,"control","PB","M",NA,NA,NA,NA,NA,"M",27,32,"09715B"
"1538",299,"5","May",4,2003,13,35,"exclosure","PB","M",NA,NA,NA,NA,NA,"M",27,47,"3F1110"
"1539",299,"5","May",4,2003,13,14,"exclosure","PB","M",NA,NA,NA,NA,NA,"S",28,41,"567D22"
"1540",300,"5","May",28,2003,2,66,"control","PB","M",NA,NA,NA,NA,NA,"M",26,27,"456079"
"1541",300,"5","May",28,2003,2,62,"control","PB","M",NA,NA,NA,NA,NA,"R",28,34,"667035"
"1542",300,"5","May",28,2003,17,42,"control","PB","M",NA,NA,NA,NA,NA,"M",25,29,"2A6256"
"1543",300,"5","May",29,2003,13,32,"exclosure","PB","M",NA,NA,NA,NA,NA,"S",28,42,"567D22"
"1544",301,"6","Jun",28,2003,21,26,"exclosure","PB","M",NA,NA,NA,NA,NA,"M",26,44,"65936"
"1545",301,"6","Jun",28,2003,22,12,"control","PB","M",NA,NA,NA,NA,NA,"R",26,42,"645568"
"1546",301,"6","Jun",29,2003,3,23,"exclosure","PB","M",NA,NA,NA,NA,NA,"M",27,29,"68500A"
"1547",301,"6","Jun",29,2003,11,31,"control","PB","M",NA,NA,NA,NA,NA,"M",26,23,"441E7B"
"1548",301,"6","Jun",29,2003,11,77,"control","PB","M",NA,NA,NA,NA,NA,"R",27,34,"0004PB"
"1549",302,"7","Jul",28,2003,1,32,"spectabs","PB","M",NA,NA,NA,NA,NA,"M",27,37,"472E0F"
"1550",303,"8","Aug",23,2003,2,73,"control","PB","M",NA,NA,NA,NA,NA,"R",27,50,"667035"
"1551",303,"8","Aug",23,2003,17,74,"control","PB","M",NA,NA,NA,NA,NA,"M",27,36,"2A6256"
"1552",303,"8","Aug",23,2003,22,63,"control","PB","M",NA,NA,NA,NA,NA,"S",26,40,"470A16"
"1553",303,"8","Aug",24,2003,3,16,"exclosure","PB","M",NA,NA,NA,NA,NA,"M",26,42,"17454D"
"1554",303,"8","Aug",24,2003,13,36,"exclosure","PB","M",NA,NA,NA,NA,NA,"S",27,40,"771037"
"1555",303,"8","Aug",24,2003,15,21,"exclosure","PB","M",NA,NA,NA,NA,NA,"M",28,46,"7002PB"
"1556",304,"9","Sept",27,2003,17,74,"control","PB","M",NA,NA,NA,NA,NA,"M",26,30,"2A6256"
"1557",304,"9","Sept",27,2003,20,62,"exclosure","PB","M",NA,NA,NA,NA,NA,"M",26,29,"510D1C"
"1558",304,"9","Sept",28,2003,9,22,"spectabs","PB","M",NA,NA,NA,NA,NA,"M",26,30,"706671"
"1559",304,"9","Sept",28,2003,15,21,"exclosure","PB","M",NA,NA,NA,NA,NA,"M",26,43,"7102PB"
"1560",305,"10","Oct",25,2003,2,66,"control","PB","M",NA,NA,NA,NA,NA,"M",28,45,"667035"
"1561",306,"11","Nov",23,2003,3,13,"exclosure","PB","M",NA,NA,NA,NA,NA,"M",28,29,"68500A"
"1562",306,"11","Nov",23,2003,3,22,"exclosure","PB","M",NA,NA,NA,NA,NA,"M",27,44,"17454D"
"1563",308,"1","Jan",24,2004,21,66,"exclosure","PB","M",NA,NA,NA,NA,NA,"M",26,40,"7F4877"
"1564",309,"2","Feb",21,2004,2,66,"control","PB","M",NA,NA,NA,NA,NA,"M",27,47,"667035"
"1565",310,"3","Mar",17,2004,2,53,"control","PB","M",NA,NA,NA,NA,NA,"M",26,33,"3C3840"
"1566",310,"3","Mar",17,2004,19,45,"exclosure","PB","M",NA,NA,NA,NA,NA,"M",26,38,"0F4379"
"1567",310,"3","Mar",17,2004,20,16,"exclosure","PB","M",NA,NA,NA,NA,NA,"M",27,31,"510D1C"
"1568",310,"3","Mar",18,2004,3,17,"exclosure","PB","M",NA,NA,NA,NA,NA,"M",26,38,"4C2963"
"1569",310,"3","Mar",18,2004,3,74,"exclosure","PB","M",NA,NA,NA,NA,NA,"S",27,35,"68500A"
"1570",310,"3","Mar",18,2004,6,61,"exclosure","PB","M",NA,NA,NA,NA,NA,"M",26,42,"03354A"
"1571",311,"4","Apr",17,2004,19,76,"exclosure","PB","M",NA,NA,NA,NA,NA,"M",28,28,"0F4379"
"1572",311,"4","Apr",17,2004,21,24,"exclosure","PB","M",NA,NA,NA,NA,NA,"S",27,38,"657E59"
"1573",312,"5","May",18,2004,15,11,"exclosure","PB","M",NA,NA,NA,NA,NA,"M",26,38,"7002PB"
"1574",314,"7","Jul",18,2004,19,75,"exclosure","PB","M",NA,NA,NA,NA,NA,"M",27,36,"394F32"
"1575",314,"7","Jul",18,2004,17,52,"control","PB","M",NA,NA,NA,NA,NA,"M",27,35,"4B180A"
"1576",314,"7","Jul",18,2004,21,72,"exclosure","PB","M",NA,NA,NA,NA,NA,"M",28,31,"242D3B"
"1577",315,"8","Aug",19,2004,19,55,"exclosure","PB","M",NA,NA,NA,NA,NA,"M",27,43,"394F32"
"1578",315,"8","Aug",19,2004,21,27,"exclosure","PB","M",NA,NA,NA,NA,NA,"M",26,37,"242D3B"
"1579",315,"8","Aug",20,2004,3,34,"exclosure","PB","M",NA,NA,NA,NA,NA,"S",26,30,"217E33"
"1580",316,"9","Sept",11,2004,21,72,"exclosure","PB","M",NA,NA,NA,NA,NA,"M",27,35,"242D3B"
